emp_no,salary
485638,48994
485639,40000
485640,55239
485646,56976
485659,40000
485662,40000
485669,70490
485672,66371
485688,76491
485692,87178
485694,66874
485696,90265
485697,40000
485708,83172
485709,40000
485728,40000
485729,79576
485732,63739
485746,40000
485747,59014
485754,73983
485757,55751
485761,40000
485769,67304
485772,40000
485790,55675
485803,48282
485805,58418
485806,52486
485815,46522
485841,47335
485844,69964
485866,40000
485870,63834
485873,40000
485888,62070
485891,68042
485894,86800
485895,69820
485899,44288
485904,52264
485911,47607
485926,40000
485936,40000
485946,70226
485952,40000
485967,40000
485975,82935
485976,40000
485982,40000
485988,40000
485991,45177
486015,50465
486030,40000
486041,45097
486046,53869
486050,50888
486060,48012
486062,60321
486067,50008
486070,79307
486083,72808
486085,73978
486099,40000
486103,60268
486104,44888
486119,40000
486123,48391
486140,41031
486143,40833
486153,40000
486168,58457
486171,46313
486172,40000
486176,41310
486184,40000
486186,42645
486198,68506
486207,65386
486213,46161
486225,101652
486226,43250
486253,66849
486259,40000
486261,40000
486268,47595
486272,45834
486276,56888
486282,72547
486283,55546
486284,61617
486285,74809
486287,40000
486297,54085
486301,40000
486307,58066
486320,56215
486321,40000
486329,70684
486341,40343
486351,52063
486356,83050
486357,40000
486360,53204
486363,59086
486366,41376
486370,40000
486378,58827
486387,50715
486388,80462
486392,44138
486393,43698
486407,41528
486423,86725
486426,40000
486427,40000
486429,40000
486431,58449
486451,55734
486465,60871
486472,51895
486474,40000
486481,40000
486493,40000
486496,40000
486497,77251
486507,40000
486509,41164
486518,40000
486531,40000
486537,66692
486543,40000
486549,40000
486550,42858
486553,69031
486561,56077
486562,52520
486568,57499
486586,40000
486589,68638
486596,68535
486602,40000
486608,44574
486626,64084
486628,52354
486631,50725
486632,40000
486638,56478
486681,40000
486703,55039
486719,40000
486726,55806
486738,53359
486740,41910
486745,44103
486748,52224
486752,87133
486753,79458
486776,40000
486784,62228
486789,63442
486809,79618
486820,63914
486826,40000
486828,40000
486830,54413
486835,40000
486836,72769
486863,40000
486869,49721
486879,55040
486883,40000
486887,52034
486900,43501
486915,47634
486925,44066
486931,48923
486940,40140
486946,48481
486967,60024
486968,40000
486999,42038
487005,60393
487011,73790
487014,66183
487023,58450
487050,40094
487054,40000
487071,76046
487074,40000
487075,66828
487090,40000
487098,48429
487108,41604
487128,57015
487130,40000
487131,40000
487132,44988
487140,56232
487146,40000
487154,76766
487164,44612
487169,40000
487170,65912
487176,40694
487182,59129
487183,40000
487192,41388
487211,58549
487227,40000
487232,40000
487233,62551
487239,43571
487247,72694
487251,74856
487256,58443
487260,72007
487265,40000
487268,60419
487276,54181
487282,40777
487283,40000
487286,53014
487288,46943
487294,46411
487295,54864
487297,40000
487298,40000
487300,76778
487308,48182
487320,40000
487328,47026
487330,40000
487331,46773
487336,78927
487349,46669
487350,40000
487355,82505
487372,81607
487381,40000
487382,40000
487384,50213
487385,40000
487386,65934
487392,51307
487393,107109
487404,80022
487405,40000
487406,54175
487422,81540
487436,66737
487462,40000
487470,79138
487476,76490
487482,40000
487502,40000
487503,40000
487506,78405
487508,52026
487514,62537
487518,49143
487532,56032
487536,40000
487541,47132
487542,48294
487547,40000
487552,64421
487555,60813
487562,79822
487582,40000
487585,62228
487601,40000
487607,40000
487611,42632
487619,64234
487631,43459
487633,46182
487636,40000
487646,40000
487647,47845
487649,40000
487651,40000
487653,72686
487659,60485
487663,53162
487664,68695
487667,40000
487672,40000
487706,44720
487709,55406
487710,55050
487732,40069
487736,40000
487743,98960
487745,77891
487748,51022
487749,59116
487754,40000
487758,40000
487779,79273
487780,50877
487782,52350
487790,40000
487791,59717
487792,52433
487794,43584
487795,52659
487796,76344
487801,40000
487818,40000
487823,55477
487831,46922
487835,40000
487837,46461
487843,40000
487860,58302
487884,40000
487890,42952
487903,42749
487904,63153
487908,47763
487916,52240
487924,45322
487941,46483
487946,51596
487949,41612
487952,48025
487960,40000
487972,40000
487974,40000
487977,40000
487983,79024
487984,42909
487986,86827
488008,40000
488049,72925
488057,40501
488061,48100
488062,40000
488063,68490
488074,48108
488140,91277
488141,69816
488145,40000
488149,65572
488153,42934
488164,40000
488172,59437
488175,40000
488177,44890
488184,60788
488185,71484
488189,46774
488192,46056
488220,74993
488229,64847
488234,61260
488246,55098
488255,56992
488263,66742
488273,76206
488275,76227
488301,54082
488318,56530
488327,40000
488332,71060
488336,67727
488338,44988
488348,40000
488359,40000
488360,80839
488361,40000
488364,46255
488368,44973
488371,79372
488375,51541
488380,52965
488383,56580
488400,75929
488407,50739
488417,44856
488424,41957
488426,45906
488437,64866
488460,40000
488466,44969
488472,57006
488473,48295
488474,65543
488475,40000
488478,42286
488485,72682
488491,56038
488492,66778
488500,47499
488509,40000
488512,86657
488523,65974
488530,66820
488541,64090
488545,40000
488566,40000
488569,56123
488575,40000
488586,61243
488617,46394
488625,40000
488626,40000
488627,43377
488629,40000
488637,76622
488652,40000
488657,59942
488659,49523
488663,74925
488666,68124
488673,63183
488674,52898
488682,56702
488692,57532
488700,40000
488705,45327
488709,60540
488715,74628
488717,40000
488718,74086
488721,40000
488726,53794
488734,40000
488740,47700
488751,40000
488761,51922
488764,40000
488767,40000
488776,40000
488778,76025
488790,52585
488791,62610
488793,54526
488794,79213
488800,59269
488802,40000
488807,59614
488811,40000
488813,56911
488820,40000
488821,45312
488848,43992
488849,64816
488859,50737
488863,52507
488865,52230
488870,40000
488882,48769
488887,40000
488894,72358
488907,40000
488909,40000
488913,57728
488940,57929
488944,51489
488956,64862
488958,41547
488961,84442
488963,45256
488965,40000
488969,68512
488973,40000
488974,54643
488979,40000
488983,40000
488989,40000
488995,42922
488998,69093
489001,85481
489005,40000
489010,40000
489015,66500
489040,40000
489043,63545
489051,40000
489060,40000
489063,47007
489068,88726
489088,40000
489091,60949
489094,68079
489100,56763
489104,40000
489112,45347
489116,40000
489117,40000
489130,57149
489136,40000
489147,73028
489149,40000
489152,54719
489162,47793
489163,45822
489173,60269
489175,63591
489205,40000
489215,40000
489218,46141
489221,40000
489225,40569
489232,40000
489243,40000
489249,40000
489251,53478
489257,66291
489258,40000
489260,48800
489269,40000
489281,40000
489286,43171
489287,63720
489302,40000
489314,40000
489318,50867
489325,40103
489329,64124
489334,40000
489335,40000
489337,40000
489340,67970
489341,40000
489346,40000
489349,75443
489350,40000
489352,53614
489367,46673
489368,55080
489373,40000
489377,40000
489383,78722
489389,43702
489391,52661
489396,55277
489399,67045
489405,65895
489409,50477
489414,54526
489415,40000
489423,40000
489425,40000
489428,52273
489431,42122
489432,40000
489434,63971
489440,58379
489441,40680
489451,44938
489452,62442
489456,75669
489461,40000
489464,51998
489472,40000
489485,49644
489490,72331
489500,52460
489504,63259
489508,44852
489518,49548
489526,40000
489527,47209
489541,54428
489542,40000
489568,40543
489581,56167
489582,52015
489584,40000
489595,40000
489598,62463
489599,79467
489601,40000
489602,71667
489615,60286
489622,69322
489646,48664
489669,40000
489680,40000
489681,40000
489689,40000
489692,40000
489702,47203
489723,49150
489730,45274
489731,40000
489733,55407
489734,68562
489745,55629
489758,60459
489759,48597
489764,49488
489765,96834
489772,66197
489777,53551
489779,40000
489782,60818
489785,47152
489793,40000
489801,40000
489803,40000
489828,40000
489858,40000
489884,85309
489888,40227
489889,52387
489890,54681
489894,55829
489904,40000
489907,64824
489909,40000
489921,40000
489935,55304
489938,40000
489946,82141
489953,40000
489970,40000
489972,40000
489973,40000
489985,40000
489986,53633
489988,93234
489995,82719
490010,53823
490019,58821
490028,49127
490029,48793
490030,40000
490034,53518
490037,60862
490041,40000
490066,49361
490069,60575
490071,75526
490074,41260
490096,64840
490102,46494
490109,59552
490127,44044
490133,43353
490139,40000
490141,71378
490149,73163
490150,41464
490152,49296
490157,57589
490159,54723
490164,41552
490168,51790
490181,63620
490182,103779
490193,40000
490195,63517
490201,51639
490203,64709
490205,85943
490208,40000
490219,40000
490220,68371
490228,57456
490231,58187
490242,60509
490243,44166
490245,54435
490249,40000
490250,68291
490268,40000
490269,40000
490271,40000
490279,53914
490309,55271
490310,51623
490312,81081
490320,78763
490337,40000
490338,63787
490344,40000
490345,46768
490346,56309
490349,40049
490353,63534
490357,73434
490368,40000
490376,76160
490383,40000
490384,40000
490391,69928
490406,71789
490408,53717
490419,46320
490420,40000
490424,53704
490429,40000
490433,92140
490437,45224
490438,56311
490442,62093
490443,40000
490448,46514
490452,40000
490454,40000
490484,40000
490494,44681
490501,96553
490510,40000
490515,62974
490518,40000
490522,80419
490531,40000
490537,48296
490549,40000
490554,41521
490564,40000
490579,85427
490581,83610
490582,50840
490588,40000
490590,40000
490600,42082
490604,64523
490608,82623
490611,60588
490616,49803
490617,43076
490630,72586
490634,40000
490637,40000
490652,40000
490653,40000
490658,97180
490673,68940
490678,40000
490684,61697
490686,40000
490689,70234
490700,40000
490702,53573
490703,60267
490721,72001
490724,40000
490725,56273
490730,59433
490731,40000
490740,68264
490756,47753
490757,40000
490763,62497
490764,57408
490770,48241
490774,41696
490776,75736
490784,98620
490789,40000
490794,56225
490817,69383
490820,40000
490822,91969
490833,72913
490854,40000
490856,43653
490858,40000
490873,56826
490888,47995
490890,40000
490894,40000
490912,40000
490913,43569
490918,73782
490923,59139
490928,40000
490930,89194
490938,40000
490945,40000
490946,47163
490959,42529
490997,54591
491000,40000
491002,48693
491003,63629
491005,50933
491019,40000
491025,79835
491034,52321
491044,40000
491047,40000
491052,58950
491067,40000
491074,67630
491080,44835
491084,51810
491092,40000
491099,97289
491115,51062
491123,40000
491130,43016
491132,87191
491140,40000
491143,56469
491148,53648
491149,51988
491150,67453
491151,40000
491152,40000
491160,40000
491165,40000
491172,40000
491188,45937
491192,52268
491194,49325
491195,61648
491201,47064
491207,47984
491211,40000
491213,67675
491224,40000
491238,40000
491247,40000
491251,55897
491253,40000
491279,40100
491280,54841
491289,40000
491301,62354
491303,43104
491304,68138
491305,40000
491309,47274
491311,92758
491319,40000
491323,84591
491329,54763
491331,47868
491333,43951
491339,49408
491342,40000
491350,46673
491374,53961
491377,40000
491387,51090
491391,45473
491392,58596
491399,61713
491406,65787
491407,54707
491412,58725
491414,64599
491417,75315
491419,40000
491420,95785
491436,56012
491443,40000
491453,60796
491458,40000
491461,40935
491462,50893
491465,53504
491466,64550
491474,68127
491486,73745
491489,40000
491493,67956
491496,40000
491497,46706
491499,57319
491512,40000
491513,57697
491540,40000
491545,40000
491555,46244
491559,79844
491562,74026
491566,57735
491572,65865
491579,54626
491586,83067
491599,40000
491606,40000
491621,40000
491622,40000
491624,84590
491627,40000
491629,81500
491630,49877
491631,51610
491636,40000
491640,41915
491649,53375
491650,51071
491652,64299
491659,40000
491681,51118
491687,61022
491710,48043
491714,73800
491727,66910
491728,53165
491734,57693
491746,55395
491747,47398
491767,55222
491770,54318
491781,46730
491786,40000
491789,40000
491799,103529
491800,58266
491807,60821
491808,60728
491809,65693
491816,40000
491818,40000
491824,40000
491828,78777
491832,50764
491843,54229
491847,65599
491850,69635
491851,61163
491856,55147
491860,54846
491863,40000
491872,55697
491877,51887
491892,73423
491915,43964
491917,64467
491923,42145
491926,40000
491929,56113
491942,40000
491958,81905
491961,65768
491971,49650
491977,77882
491978,47072
491981,49846
491987,48634
492001,51797
492003,44940
492006,44441
492010,49680
492013,44932
492021,56252
492025,48727
492026,77060
492030,51989
492046,65996
492050,44178
492071,56717
492084,40489
492093,58975
492101,48705
492118,67461
492123,46233
492133,68834
492138,65155
492139,52369
492144,44529
492152,50922
492153,65097
492162,64118
492165,61933
492168,40000
492170,49221
492183,41184
492184,50336
492187,40000
492196,50395
492197,40000
492201,49489
492204,47492
492205,40000
492209,50718
492225,49132
492232,44120
492239,55200
492243,40000
492247,40000
492257,40000
492271,54527
492277,56586
492290,100241
492291,40000
492297,59105
492304,40000
492313,40000
492314,59427
492317,81037
492323,96794
492324,51259
492327,40000
492328,43811
492332,47484
492339,40000
492361,71196
492375,47637
492377,71410
492394,40000
492396,40000
492399,56899
492406,96923
492408,62354
492411,44536
492421,40000
492425,40000
492428,73220
492429,64830
492440,40000
492442,52239
492443,40000
492448,49046
492449,77131
492463,57480
492479,55067
492486,58825
492493,40000
492504,55751
492505,44354
492508,51643
492516,57256
492533,65297
492542,51057
492555,74864
492558,40000
492562,86889
492563,40000
492564,49036
492570,56732
492576,58193
492580,53712
492589,43593
492593,40000
492597,40000
492602,106610
492612,62794
492615,40000
492618,69105
492633,108328
492642,40000
492652,66165
492671,61694
492682,80305
492693,40000
492700,40000
492708,40000
492711,71775
492716,40000
492727,72527
492732,46735
492736,62087
492750,47252
492755,52513
492756,40000
492758,64179
492781,59356
492799,70974
492806,52952
492819,63005
492829,40948
492840,86909
492850,53009
492857,69826
492858,40000
492859,58262
492865,70725
492867,42652
492868,44250
492877,40000
492879,40000
492880,60102
492887,67037
492895,40000
492914,40000
492920,41494
492936,73725
492943,40000
492945,64497
492950,56079
492956,40000
492963,91914
492966,73700
492996,41765
493005,69968
493010,58988
493012,74867
493013,40000
493018,40000
493033,40000
493037,56887
493039,40000
493054,40000
493063,51153
493073,40000
493075,40000
493084,40000
493100,65641
493106,40000
493107,40000
493115,40000
493116,40000
493117,41410
493124,42374
493129,40000
493137,52210
493143,71349
493147,47882
493166,67329
493169,53506
493173,60135
493176,81713
493183,70393
493184,40000
493188,40000
493194,66153
493199,41447
493200,40428
493219,40000
493222,48235
493226,46834
493232,67357
493244,54382
493247,40000
493260,68689
493264,40000
493265,40000
493276,46193
493286,58075
493288,74402
493299,40000
493301,40000
493303,54784
493326,56989
493329,71102
493344,40000
493352,40000
493357,59025
493360,40000
493361,45766
493372,40000
493375,66550
493378,85815
493382,93076
493383,46921
493397,40000
493400,40000
493412,40690
493444,49308
493447,75911
493451,40000
493464,62930
493492,60760
493505,40000
493506,53834
493509,52439
493519,40000
493550,45927
493558,59143
493560,40000
493566,40000
493569,57276
493576,66008
493581,47456
493590,40000
493592,40000
493596,48750
493603,79720
493606,46255
493607,40000
493609,66048
493642,61320
493647,40000
493651,76890
493655,40000
493673,75600
493683,44546
493685,40000
493695,40000
493706,40000
493711,40000
493714,54291
493715,52856
493723,53416
493725,67618
493736,45924
493739,40000
493743,59562
493752,45245
493753,44813
493754,50316
493758,40000
493763,61860
493764,40000
493777,51621
493788,71250
493792,40000
493797,40000
493801,67352
493804,53953
493805,75188
493808,40000
493811,65509
493812,55902
493816,40000
493820,68051
493822,63732
493832,55057
493835,40000
493836,40000
493845,40000
493853,43617
493857,71398
493869,41809
493872,40000
493887,40000
493889,66595
493901,40000
493903,56090
493905,45924
493909,40000
493910,40000
493916,40000
493926,40000
493929,55012
493930,53067
493940,40000
493941,40000
493971,71387
493975,43629
493981,40000
493993,47300
494002,59134
494008,51654
494022,48509
494040,45189
494051,40000
494061,40000
494063,40000
494070,58327
494078,40000
494080,59596
494099,73599
494100,74487
494114,47776
494125,58778
494147,40000
494155,77581
494163,54999
494166,40000
494167,40000
494170,40000
494179,40000
494183,40000
494185,58703
494189,54848
494193,40000
494222,51022
494233,65361
494246,46666
494250,65731
494270,88487
494271,62257
494272,40000
494276,44429
494278,40000
494282,67719
494287,46334
494291,40000
494293,40000
494300,80772
494302,48701
494305,50462
494308,69285
494313,66956
494316,55135
494319,65203
494321,63881
494332,74138
494346,90170
494355,40000
494356,44735
494357,52415
494366,40000
494375,53523
494380,99202
494392,86130
494398,47550
494400,79554
494406,55211
494409,40000
494417,55252
494420,40000
494422,50675
494423,67339
494425,58611
494428,72412
494429,48092
494443,40601
494452,71241
494456,40000
494458,40000
494482,40000
494484,40000
494495,40000
494506,40000
494514,45834
494538,83615
494547,74074
494548,47302
494549,70893
494554,40000
494555,50723
494563,40000
494569,40000
494571,51544
494583,54082
494584,40000
494586,40000
494591,48032
494599,40000
494608,75403
494609,40000
494610,40000
494615,43307
494627,50195
494634,51202
494646,40000
494648,40000
494665,64748
494682,40000
494692,40000
494697,47675
494710,40000
494736,40000
494741,42061
494743,42948
494750,54655
494759,64054
494767,92838
494769,89302
494773,48912
494775,58543
494781,64330
494784,56071
494785,40000
494787,40000
494788,75092
494794,42245
494802,40000
494804,40000
494807,50562
494813,50007
494815,69805
494820,85208
494822,77435
494828,60021
494831,58843
494845,53727
494849,73358
494853,72948
494854,73340
494860,40000
494862,40000
494867,54731
494872,80100
494877,40000
494881,64544
494885,79216
494899,40534
494903,90532
494906,40000
494909,57727
494919,40000
494953,40000
494958,66834
494963,54720
494971,40000
494974,43200
494976,41582
494990,40000
494998,46828
495004,40708
495020,56634
495026,74365
495037,45336
495038,72130
495047,40000
495052,43351
495053,79727
495054,53995
495056,43189
495058,40000
495059,45857
495060,44011
495062,70608
495066,40000
495067,74486
495069,40000
495073,51291
495094,52531
495097,40000
495117,42377
495120,64638
495144,73321
495152,40000
495164,57137
495173,40000
495181,41312
495183,49655
495187,81545
495205,55130
495206,40000
495219,51004
495226,56423
495228,63889
495231,40000
495233,40750
495235,66521
495236,57382
495238,61423
495245,40000
495247,103711
495250,40000
495254,63165
495256,70646
495268,40000
495283,40000
495294,51994
495309,54921
495316,46590
495318,88606
495320,53415
495323,59822
495325,93738
495329,40000
495331,57946
495342,46178
495346,40000
495351,42405
495353,40000
495366,71866
495367,46654
495376,40596
495377,53544
495379,43648
495380,63329
495381,57897
495389,40000
495393,40000
495411,40000
495412,41489
495416,74369
495417,40000
495429,60979
495432,50347
495436,40000
495437,51634
495447,82166
495459,67484
495463,48524
495464,40484
495466,78297
495468,55281
495470,40905
495499,40000
495509,58992
495518,40590
495520,63595
495522,40000
495523,54677
495525,63658
495533,69772
495539,40000
495546,40000
495553,44757
495565,41799
495566,40000
495575,42156
495577,50906
495588,43718
495590,95598
495595,57417
495596,72365
495599,60898
495605,57837
495607,79513
495625,55226
495659,75689
495680,55447
495681,59454
495687,58326
495696,40000
495697,41471
495704,40000
495717,59658
495718,46202
495719,49242
495722,40000
495755,70106
495767,40000
495768,40000
495776,42971
495790,66230
495804,45640
495805,40178
495807,40000
495811,55622
495828,50868
495830,61867
495836,47828
495837,40000
495866,40000
495879,40000
495882,68668
495887,53317
495889,46416
495892,40000
495894,40000
495918,40000
495923,40000
495937,48737
495947,40000
495961,40000
495965,40117
495972,40000
495978,68565
495982,40000
495984,40000
495993,46645
495995,50574
495997,40000
496008,79083
496010,54272
496014,40000
496018,82037
496023,48491
496032,77819
496039,71791
496042,40493
496045,50040
496056,46855
496062,43423
496066,57445
496078,40000
496080,63106
496084,62319
496088,52352
496091,65155
496093,40000
496094,40000
496097,40000
496107,48143
496108,40000
496113,40000
496121,55664
496137,40000
496141,57060
496150,56737
496166,40000
496174,77394
496180,40000
496195,55711
496198,91321
496211,60077
496215,50071
496218,55700
496227,40000
496236,67403
496242,61318
496246,61759
496250,61540
496258,40000
496260,90698
496262,84749
496265,58861
496269,73422
496278,63841
496282,42028
496292,42323
496295,40567
496300,40000
496302,42309
496304,64564
496317,40000
496326,66283
496336,59932
496338,40000
496341,59379
496358,40000
496372,50288
496388,77721
496389,40000
496390,44158
496394,40000
496408,40000
496418,75701
496425,68294
496427,47802
496428,68959
496435,50065
496440,67937
496442,70166
496465,40000
496466,64017
496470,45139
496475,81279
496479,64888
496506,40000
496511,63806
496520,71931
496522,40000
496523,40003
496531,40000
496533,40000
496541,85372
496544,46783
496549,47787
496556,40000
496566,40000
496579,53577
496583,77805
496584,40000
496590,45181
496609,42562
496622,49106
496632,42630
496634,40000
496639,40000
496662,76375
496665,56716
496669,47046
496676,40000
496681,40000
496683,40086
496685,53409
496688,40000
496713,40000
496714,47702
496721,40000
496729,52805
496735,45246
496765,40000
496772,78446
496773,56413
496778,79929
496783,65960
496792,77244
496806,56687
496809,40000
496814,40000
496825,44392
496829,88080
496837,40000
496839,77266
496840,65266
496845,64856
496864,44612
496869,40000
496881,66071
496897,40000
496898,47734
496915,45239
496923,40000
496928,63939
496929,47111
496935,47244
496985,68350
496987,40000
496990,69399
497001,94101
497009,64763
497015,74907
497021,44562
497023,85134
497025,40000
497033,40000
497036,51688
497050,67085
497056,53611
497057,82324
497062,61713
497070,47601
497078,46211
497091,42426
497095,40000
497100,40000
497104,49066
497106,40000
497109,54414
497110,40000
497111,57636
497113,40012
497115,40000
497126,51878
497134,68001
497151,54757
497156,60484
497162,77176
497178,40000
497182,40000
497196,40000
497201,63549
497202,40000
497203,40000
497207,60839
497229,52491
497238,41823
497245,41315
497247,40251
497257,40000
497258,40000
497274,42081
497283,40000
497295,40000
497307,62269
497309,53660
497318,58276
497320,75434
497322,45570
497326,54222
497343,40000
497349,63474
497356,48726
497359,67663
497361,40000
497368,52510
497373,67293
497374,40000
497388,62630
497398,40000
497404,40000
497411,63302
497414,51217
497417,40000
497421,59398
497426,64338
497427,41135
497428,54962
497429,40000
497434,42366
497445,68173
497449,41726
497460,40000
497468,54743
497470,56285
497471,43447
497481,40000
497482,62176
497487,40000
497488,45348
497493,54057
497513,40000
497516,63892
497526,41833
497529,40000
497546,47911
497547,65659
497552,49474
497556,63846
497559,52153
497565,48300
497575,45775
497578,77260
497582,59639
497589,45900
497593,62802
497595,40000
497597,43694
497600,97505
497604,50297
497611,40000
497621,40000
497622,55065
497633,40723
497638,72308
497642,40000
497643,44382
497647,40000
497659,50692
497663,63580
497664,57253
497675,45091
497691,40000
497693,86302
497702,40000
497709,40000
497726,48645
497728,40000
497733,40000
497734,54060
497735,72732
497744,40000
497745,58295
497747,54095
497751,40000
497760,40790
497768,40000
497779,82674
497800,61218
497806,68163
497807,40000
497811,60093
497812,40000
497821,48227
497827,40000
497828,60942
497830,79382
497844,40000
497845,42407
497846,60079
497861,40515
497869,40000
497876,72510
497893,70983
497905,40000
497915,40000
497916,66476
497927,58937
497956,40000
497984,58682
497990,40000
498006,50346
498029,40000
498040,73467
498058,76275
498067,68962
498078,62919
498080,40000
498082,40000
498088,40000
498106,64885
498114,70793
498121,40000
498136,40000
498137,40000
498141,40000
498151,40000
498157,48650
498166,68093
498167,40000
498172,40000
498183,62745
498193,40000
498196,69007
498203,55559
498219,63189
498220,40000
498230,73616
498232,57567
498240,40000
498255,57275
498270,44158
498276,41249
498282,40000
498283,40000
498285,40000
498288,74092
498297,44219
498302,40000
498314,40000
498324,47374
498329,58629
498330,62132
498338,40000
498341,50676
498346,40000
498352,44333
498354,40000
498360,68307
498364,40000
498370,52610
498378,40000
498379,72494
498383,40350
498392,80075
498396,62805
498400,65533
498405,40000
498437,47807
498439,46899
498444,55456
498447,57964
498450,54972
498458,60957
498459,40000
498466,65167
498474,40000
498475,40827
498480,41674
498482,57478
498483,95034
498485,40000
498489,40000
498499,59532
498502,77862
498506,81676
498515,79514
498526,46947
498527,49285
498531,40000
498550,40000
498556,55377
498562,40718
498572,49837
498574,43940
498575,40000
498610,60108
498619,45200
498621,44478
498622,69351
498623,45159
498627,40596
498628,102236
498639,40000
498642,48273
498643,40000
498653,48237
498657,49619
498659,55726
498660,63701
498664,51437
498666,56744
498672,58240
498684,51406
498685,40000
498688,46378
498689,52659
498696,72074
498698,42202
498699,40000
498702,62839
498705,40000
498710,40997
498725,54944
498731,46731
498734,46415
498736,75517
498748,50089
498751,40000
498753,73764
498760,63286
498763,68490
498764,40000
498769,40000
498770,55758
498779,40000
498784,40000
498800,40167
498803,53363
498822,40000
498827,47626
498829,44978
498832,40000
498837,40000
498847,40000
498855,55615
498862,63682
498863,40000
498865,55382
498867,40000
498875,65687
498888,40000
498897,40000
498918,40000
498923,108117
498924,41732
498930,40000
498931,79674
498933,75581
498939,40000
498940,60741
498954,40000
498957,40000
498959,40000
498960,40000
499003,62995
499009,40000
499012,40000
499027,51076
499054,40000
499059,40000
499072,40000
499077,40000
499086,51360
499092,46846
499110,83950
499126,79176
499128,62421
499137,52612
499139,41633
499146,40000
499155,40000
499156,40000
499159,77882
499165,40000
499168,40045
499182,55315
499196,40000
499197,75128
499203,65677
499206,75612
499211,40000
499213,67168
499225,40000
499229,43030
499231,72848
499233,40000
499236,82366
499247,55690
499249,40000
499257,63173
499262,68553
499270,59873
499272,41054
499276,45781
499282,67828
499287,57814
499291,40156
499294,40000
499304,57427
499308,40000
499313,69210
499319,40000
499322,66771
499338,41002
499342,75868
499343,40000
499352,50322
499363,63550
499368,55728
499372,46703
499378,63100
499397,55037
499401,45102
499407,60707
499415,66991
499418,44424
499419,41443
499420,58718
499423,40000
499424,63722
499426,48582
499429,74274
499435,67524
499436,54959
499444,87182
499449,85354
499453,65622
499456,40000
499458,63254
499464,41789
499474,52988
499477,52050
499486,55904
499494,66045
499496,53259
499503,40000
499513,41635
499516,64990
499519,45497
499526,45190
499557,49822
499559,57068
499573,40000
499574,76207
499575,60746
499580,57132
499596,40000
499603,97437
499608,40000
499613,40000
499615,59703
499618,56188
499623,40000
499627,40000
499635,40000
499637,77934
499643,68424
499651,51104
499656,40000
499672,59557
499675,40000
499677,40000
499679,61339
499680,44543
499688,104279
499695,61114
499706,44329
499712,67731
499714,52121
499720,52863
499723,51604
499724,40000
499725,64920
499728,84112
499731,40000
499749,54181
499762,48458
499765,40000
499790,68654
499797,50496
499808,77806
499816,40000
499819,43199
499825,52359
499828,65686
499829,40000
499830,40000
499870,40000
499872,40000
499883,40000
499902,93526
499905,40000
499907,49934
499914,40000
499915,40000
499920,73573
499922,50525
499937,40000
499939,62807
499960,72879
499966,75579
499975,40000
499982,40000
499983,40000
499989,64183
499996,58058
10004,40054
10006,40000
10009,60929
10020,40000
10023,47883
10047,54982
10057,49616
10066,69736
10073,56473
10088,65957
10097,44886
10101,66591
10106,62928
10108,40000
10116,44034
10130,40000
10131,48475
10134,40000
10149,88740
10152,40000
10157,48770
10159,52881
10161,43149
10163,41603
10166,51586
10196,86671
10198,44076
10203,40000
10205,40000
10207,52783
10215,43944
10217,40000
10229,58321
10233,40000
10237,100715
10239,65146
10249,72192
10258,66280
10262,63005
10272,58070
10281,46123
10286,40000
10295,46398
10298,40000
10305,52550
10306,44229
10307,40000
10322,41968
10325,44325
10327,54734
10328,46286
10333,45141
10343,40000
10350,41213
10355,70434
10356,45376
10358,63243
10377,40000
10388,62545
10389,55548
10395,42774
10404,51647
10413,45416
10414,43255
10422,45725
10426,65757
10429,40000
10433,40000
10442,46005
10463,66480
10466,55318
10477,55138
10499,40000
10503,40000
10504,43931
10509,49292
10512,40000
10522,40000
10531,49168
10541,50741
10542,40000
10552,80483
10568,64356
10593,71435
10596,58689
10603,101271
10610,49812
10615,43533
10617,40000
10629,87045
10630,40000
10631,40000
10634,45179
10636,40904
10641,41785
10642,40000
10667,40000
10671,74037
10683,40000
10712,40000
10718,75473
10731,77892
10734,47377
10742,67405
10747,51538
10750,40000
10767,40651
10768,65717
10778,64996
10801,67302
10803,54260
10808,40000
10811,40000
10813,53246
10814,59378
10826,59506
10827,58322
10831,82330
10836,65502
10846,40000
10871,40000
10872,40000
10876,61389
10878,72102
10882,40000
10883,40000
10885,78613
10887,69570
10900,50054
10906,66204
10912,45665
10913,62428
10921,72601
10922,51997
10924,84783
10926,43219
10932,40000
10936,40000
10940,74987
10942,40000
10943,45890
10948,47252
10965,61654
10986,43900
10990,40000
11004,40226
11012,72092
11024,85419
11037,40000
11038,44993
11042,40000
11050,52251
11056,79354
11060,57435
11061,81257
11066,53496
11071,40000
11079,46239
11087,78081
11089,41004
11106,71446
11113,66401
11121,40000
11132,40000
11133,40000
11134,58731
11137,40000
11139,63596
11143,63264
11144,56144
11145,50480
11146,96019
11147,40000
11148,56344
11156,42448
11158,40000
11162,69873
11174,45806
11180,40000
11181,40000
11186,40000
11189,71798
11197,88741
11201,49454
11208,83660
11213,40000
11240,61739
11243,47598
11249,43324
11254,50562
11266,40000
11274,40000
11275,58382
11289,40000
11290,65034
11295,66622
11300,44380
11301,40000
11302,52934
11317,40000
11320,45118
11322,43021
11324,54288
